,,update_count,driving_time,routes,source_stop_id,destination_stop_id,avg_delay
14541,20124,1,1.0,"('234-13172',)",14541,20124,6.390000000000001
20124,23406,1,2.0,"('234-13172',)",20124,23406,6.807142857142857
23406,20125,1,1.0,"('234-13172',)",23406,20125,6.4799999999999995
20125,14547,1,2.0,"('234-13172',)",20125,14547,6.75
14547,14516,1,1.0,"('234-13172',)",14547,14516,6.51
14516,23404,1,2.0,"('234-13172',)",14516,23404,6.69
23404,14525,1,1.0,"('234-13172',)",23404,14525,6.659999999999999
14525,23402,1,1.0,"('234-13172',)",14525,23402,4.93076923076923
23402,20126,1,0.0,"('234-13172',)",23402,20126,4.733333333333333
20126,14527,1,1.0,"('234-13172',)",20126,14527,4.188888888888889
14527,14517,1,1.0,"('234-13172',)",14527,14517,5.933333333333334
14517,20127,1,1.0,"('234-13172',)",14517,20127,4.69
20127,20128,1,1.0,"('234-13172',)",20127,20128,5.31
20128,5584,2,1.0,"('234-13172', '155-13172')",20128,5584,14.25
5584,2726,1,0.0,"('234-13172',)",5584,2726,5.95
2726,20130,1,2.0,"('234-13172',)",2726,20130,5.5600000000000005
20130,15373,1,1.0,"('234-13172',)",20130,15373,6.790000000000001
15373,15383,3,1.5,"('234-13172', '155-13172', '240-13172')",15373,15383,11.915384615384616
15383,15391,2,1.0,"('234-13172', '240-13172')",15383,15391,13.997674418604651
15391,6168,1,0.0,"('234-13172',)",15391,6168,13.66
974,973,1,0.0,"('601-13172',)",974,973,
973,15393,1,2.0,"('601-13172',)",973,15393,
15393,15337,2,1.0,"('601-13172', '150-13172')",15393,15337,1.7461538461538462
15337,15348,1,1.0,"('601-13172',)",15337,15348,
15348,9168,2,1.0,"('601-13172', '161-13172')",15348,9168,4.36
9168,585,2,1.0,"('601-13172', '161-13172')",9168,585,3.4000000000000004
585,12653,1,2.0,"('601-13172',)",585,12653,
12653,4185,1,1.0,"('601-13172',)",12653,4185,
4185,15701,1,0.0,"('601-13172',)",4185,15701,
15701,3614,1,2.0,"('601-13172',)",15701,3614,
3614,3603,1,1.0,"('601-13172',)",3614,3603,
3603,3615,1,3.0,"('601-13172',)",3603,3615,
3615,15457,1,1.0,"('601-13172',)",3615,15457,
140944,7383,1,2.0,"('51-13172',)",140944,7383,2.5639999999999996
7383,7408,1,1.0,"('51-13172',)",7383,7408,2.288
7408,7412,1,1.0,"('51-13172',)",7408,7412,12.78888888888889
7412,7413,1,1.0,"('51-13172',)",7412,7413,12.7
7413,7374,1,1.0,"('51-13172',)",7413,7374,12.342857142857143
7374,7379,1,1.0,"('51-13172',)",7374,7379,2.444
7379,7373,1,2.0,"('51-13172',)",7379,7373,1.9639999999999997
7373,5017,1,0.0,"('51-13172',)",7373,5017,2.5639999999999996
5017,2535,1,2.0,"('51-13172',)",5017,2535,7.229268292682926
2535,15754,1,1.0,"('51-13172',)",2535,15754,4.320833333333334
15754,15741,1,1.0,"('51-13172',)",15754,15741,5.1499999999999995
15741,9761,1,1.0,"('51-13172',)",15741,9761,16.5
9761,9751,1,2.0,"('51-13172',)",9761,9751,15.714285714285714
9751,9763,2,1.0,"('51-13172', '60-13172')",9751,9763,3.255263157894737
9763,5496,1,2.0,"('51-13172',)",9763,5496,15.714285714285714
5496,5479,1,2.0,"('51-13172',)",5496,5479,6.9375
5479,13869,1,1.0,"('51-13172',)",5479,13869,6.3374999999999995
13869,5504,1,0.0,"('51-13172',)",13869,5504,6.8125
5504,5482,1,1.0,"('51-13172',)",5504,5482,6.766666666666667
5482,5883,1,1.0,"('51-13172',)",5482,5883,10.384375
5883,5506,1,1.0,"('51-13172',)",5883,5506,8.530434782608696
5506,5483,1,1.0,"('51-13172',)",5506,5483,8.539130434782608
5483,5484,1,1.0,"('51-13172',)",5483,5484,8.395652173913044
5484,5497,1,1.0,"('51-13172',)",5484,5497,8.790909090909091
5497,5485,1,1.0,"('51-13172',)",5497,5485,8.572727272727272
5485,19120,1,2.0,"('51-13172',)",5485,19120,8.404545454545454
19120,213,1,1.0,"('51-13172',)",19120,213,7.196000000000001
213,248,1,1.0,"('51-13172',)",213,248,7.5520000000000005
248,249,1,1.0,"('51-13172',)",248,249,7.4879999999999995
249,215,1,1.0,"('51-13172',)",249,215,9.91891891891892
215,4717,1,1.0,"('51-13172',)",215,4717,7.843999999999999
4717,250,1,1.0,"('51-13172',)",4717,250,7.98
250,251,1,1.0,"('51-13172',)",250,251,7.7
251,252,1,1.0,"('51-13172',)",251,252,7.38
252,253,1,1.0,"('51-13172',)",252,253,7.704166666666667
253,289,1,1.0,"('51-13172',)",253,289,8.445833333333333
289,254,1,1.0,"('51-13172',)",289,254,8.275
254,255,1,1.0,"('51-13172',)",254,255,8.095833333333333
255,281,1,0.0,"('51-13172',)",255,281,7.7625
281,256,1,1.0,"('51-13172',)",281,256,7.476
256,280,1,2.0,"('51-13172',)",256,280,10.478947368421052
280,258,1,1.0,"('51-13172',)",280,258,8.188
258,259,1,1.0,"('51-13172',)",258,259,8.061538461538461
259,260,1,1.0,"('51-13172',)",259,260,8.284615384615385
260,285,1,2.0,"('51-13172',)",260,285,7.938461538461539
285,261,1,0.0,"('51-13172',)",285,261,8.553846153846154
261,262,1,1.0,"('51-13172',)",261,262,8.557692307692308
262,264,1,1.0,"('51-13172',)",262,264,7.472
264,265,1,0.0,"('51-13172',)",264,265,7.9875
265,273,1,1.0,"('51-13172',)",265,273,7.9173913043478255
273,272,1,1.0,"('51-13172',)",273,272,10.549999999999999
272,228,1,1.0,"('51-13172',)",272,228,7.720833333333332
228,229,1,1.0,"('51-13172',)",228,229,7.7375
229,231,1,2.0,"('51-13172',)",229,231,7.544
231,232,1,1.0,"('51-13172',)",231,232,7.24
232,317,1,1.0,"('51-13172',)",232,317,7.024
317,284,1,1.0,"('51-13172',)",317,284,6.9
284,292,1,2.0,"('51-13172',)",284,292,9.279310344827588
292,8808,1,0.0,"('51-13172',)",292,8808,5.023076923076923
30007,4528,4,1.0,"('55-13172', '202-13172', '205-13172', '120-13172')",30007,4528,4.800000000000001
4528,14171,2,1.0,"('55-13172', '120-13172')",4528,14171,5.0
14171,6,2,1.0,"('55-13172', '120-13172')",14171,6,4.5
6,9674,2,1.0,"('55-13172', '120-13172')",6,9674,4.45
9674,5878,2,0.0,"('55-13172', '120-13172')",9674,5878,4.15
5878,140773,1,0.0,"('55-13172',)",5878,140773,5.642857142857143
140773,797,1,1.0,"('55-13172',)",140773,797,5.757142857142857
797,796,1,1.0,"('55-13172',)",797,796,6.069999999999999
796,795,1,1.0,"('55-13172',)",796,795,7.2631578947368425
795,793,1,1.0,"('55-13172',)",795,793,10.06969696969697
793,817,1,1.0,"('55-13172',)",793,817,6.56
817,815,1,0.0,"('55-13172',)",817,815,6.57
815,814,1,1.0,"('55-13172',)",815,814,5.609090909090909
814,1244,1,1.0,"('55-13172',)",814,1244,6.118181818181818
1244,1234,1,1.0,"('55-13172',)",1244,1234,6.49
1234,824,1,1.0,"('55-13172',)",1234,824,6.455
824,813,1,0.0,"('55-13172',)",824,813,6.325
813,826,1,1.0,"('55-13172',)",813,826,5.755
826,811,1,1.0,"('55-13172',)",826,811,5.538095238095238
811,818,1,1.0,"('55-13172',)",811,818,5.552380952380952
818,808,1,1.0,"('55-13172',)",818,808,5.833333333333333
808,819,1,1.0,"('55-13172',)",808,819,5.160869565217391
819,806,2,1.0,"('55-13172', '611-13172')",819,806,10.366666666666667
806,822,2,1.0,"('55-13172', '611-13172')",806,822,9.02
822,9731,2,2.0,"('55-13172', '611-13172')",822,9731,9.08
9731,804,2,0.0,"('55-13172', '611-13172')",9731,804,10.78
804,803,2,1.0,"('55-13172', '611-13172')",804,803,10.48
803,802,2,1.0,"('55-13172', '611-13172')",803,802,10.4
802,801,2,1.0,"('55-13172', '611-13172')",802,801,9.083333333333334
801,823,1,1.0,"('55-13172',)",801,823,5.9772727272727275
823,800,1,0.0,"('55-13172',)",823,800,5.283333333333333
800,8627,1,1.0,"('55-13172',)",800,8627,5.2250000000000005
8627,9372,1,1.0,"('55-13172',)",8627,9372,5.191666666666666
9372,799,1,1.0,"('55-13172',)",9372,799,5.325
799,9782,1,1.0,"('55-13172',)",799,9782,6.229166666666667
9782,1254,1,0.0,"('55-13172',)",9782,1254,6.166666666666667
1254,1256,1,1.0,"('55-13172',)",1254,1256,5.812
1256,1253,1,1.0,"('55-13172',)",1256,1253,5.685185185185185
1253,1258,1,1.0,"('55-13172',)",1253,1258,7.848571428571428
1258,1255,1,1.0,"('55-13172',)",1258,1255,5.811538461538461
1255,1257,1,1.0,"('55-13172',)",1255,1257,5.800000000000001
1257,7472,1,0.0,"('55-13172',)",1257,7472,5.984615384615385
7472,5144,1,0.0,"('55-13172',)",7472,5144,6.765384615384615
5144,13558,1,1.0,"('55-13172',)",5144,13558,6.676923076923076
13558,5113,2,1.0,"('55-13172', '35-13172')",13558,5113,0.4222222222222222
5113,7256,2,1.0,"('55-13172', '35-13172')",5113,7256,1.2444444444444445
7256,3121,1,2.0,"('55-13172',)",7256,3121,10.773529411764706
3121,5279,1,1.0,"('55-13172',)",3121,5279,7.515384615384615
5279,1131,1,0.0,"('55-13172',)",5279,1131,7.64
1131,5292,1,1.0,"('55-13172',)",1131,5292,6.596
5292,5289,2,2.0,"('55-13172', '92-13172')",5292,5289,1.67
5289,13974,1,2.0,"('55-13172',)",5289,13974,
16928,2000,1,1.0,"('60-13172',)",16928,2000,7.327848101265823
2000,2940,1,2.0,"('60-13172',)",2000,2940,2.4132075471698116
2940,2397,1,2.0,"('60-13172',)",2940,2397,1.8574074074074074
2397,13560,3,1.0,"('60-13172', '53-13172', '62-13172')",2397,13560,5.843589743589744
13560,13561,2,2.0,"('60-13172', '910-13172')",13560,13561,2.69375
13561,140995,1,1.0,"('60-13172',)",13561,140995,1.5810810810810811
140995,5138,3,1.0,"('60-13172', '53-13172', '62-13172')",140995,5138,2.8379310344827586
5138,7345,6,0.8,"('60-13172', '16-13172', '53-13172', '62-13172', '460-13172', '18-13172')",5138,7345,1.26
7345,5585,4,1.0,"('60-13172', '16-13172', '53-13172', '18-13172')",7345,5585,1.815
5585,1214,1,0.0,"('60-13172',)",5585,1214,2.518918918918919
1214,9751,1,2.0,"('60-13172',)",1214,9751,3.288888888888889
9763,9749,1,2.0,"('60-13172',)",9763,9749,2.5710526315789473
9749,9759,1,1.0,"('60-13172',)",9749,9759,8.218518518518518
9759,9754,2,1.0,"('60-13172', '62-13172')",9759,9754,5.633333333333333
9754,9750,2,0.0,"('60-13172', '62-13172')",9754,9750,5.916666666666667
9750,9764,2,2.0,"('60-13172', '62-13172')",9750,9764,5.816666666666666
9764,13930,1,1.0,"('60-13172',)",9764,13930,2.0625
13930,16931,1,1.0,"('60-13172',)",13930,16931,1.8625
16931,13926,1,1.0,"('60-13172',)",16931,13926,2.7642857142857147
13926,13916,1,1.0,"('60-13172',)",13926,13916,3.2428571428571424
13916,13918,1,1.0,"('60-13172',)",13916,13918,3.907142857142857
13918,13919,1,1.0,"('60-13172',)",13918,13919,4.157142857142857
